20:56:01,  1,  0       
20:58:01,  0,  0       
21:00:01,  0,  0       
21:02:01,  0,  0       
21:04:01,  0,  0       
21:06:01,  0,  0       
21:08:01,  0,  0       
21:10:01,  0,  0       
21:12:01,  0,  0       
21:14:01,  0,  0       
21:16:01,  0,  0       
21:18:01,  0,  0       
21:20:01,  0,  0       
21:22:01,  0,  0       
21:24:01,  0,  0       
21:26:01,  0,  0       
21:28:01,  0,  0       
21:30:01,  0,  0       
21:30:37,  0,  0       
21:32:01,  0,  0       
21:34:01,  0,  0       
21:36:01,  0,  0       
21:38:01,  0,  0       
21:40:01,  0,  0       
21:42:01,  0,  0       
21:44:01,  0,  0       
21:46:01,  0,  0       
21:48:01,  0,  0       
21:50:01,  0,  0       
21:52:01,  0,  0       
21:54:01,  0,  0       
21:56:01,  0,  0       
21:58:01,  0,  0       
22:00:01,  0,  0       
22:02:01,  0,  0       
22:04:01,  0,  0       
22:06:01,  0,  0       
22:08:01,  0,  0       
22:10:01,  0,  0       
22:12:01,  0,  0       
22:14:01,  0,  0       
22:16:01,  0,  0       
22:18:01,  0,  0       
22:20:01,  0,  0       
22:22:01,  0,  0       
22:24:01,  0,  0       
22:26:01,  0,  0       
22:28:01,  0,  0       
22:30:01,  0,  0       
22:32:01,  0,  0       
22:34:17,  0,  0       
22:36:01,  0,  0       
22:38:01,  0,  0       
22:40:01,  0,  0       
22:42:01,  0,  0       
22:44:01,  0,  0       
22:46:01,  0,  0       
22:48:01,  0,  0       
22:50:01,  0,  0       
22:52:01,  0,  0       
22:54:01,  0,  0       
22:56:01,  0,  0       
22:58:01,  0,  0       
23:00:01,  0,  0       
23:02:01,  0,  0       
23:04:01,  0,  0       
23:06:01,  0,  0       
23:08:01,  0,  0       
23:10:01,  0,  0       
23:12:01,  0,  0       
23:14:01,  0,  0       
23:16:01,  0,  0       
23:18:01,  0,  0       
23:20:01,  0,  0       
07:32:49,  0,  0       
07:34:01, 41, 37       
07:36:01, 44, 39       
07:38:01, 44, 40       
07:40:01, 44, 42       
07:42:01, 49, 42       
07:44:01, 50, 46       
07:46:01, 54, 47       
07:48:01, 56, 50       
07:50:01, 60, 51       
07:52:01, 62, 54       
07:54:01, 64, 54       
07:56:01, 66, 59       
07:58:01, 68, 60       
08:00:01, 70, 62       
08:02:01, 73, 64       
08:04:01, 74, 67       
08:06:01, 78, 70       
08:08:01, 79, 72       
08:10:01, 81, 73       
08:12:01, 83, 76       
08:14:01, 85, 76       
08:16:01, 87, 80       
08:18:01, 90, 81       
08:20:01, 90, 85       
08:22:01, 95, 86       
08:24:01, 96, 90       
08:26:01, 99, 92       
08:28:01,102, 94       
08:30:01,104, 96       
08:32:01,105, 98       
08:34:01,108, 99       
07:32:28,  0,  0       
07:34:01, 39, 37       
07:36:01, 43, 38       
07:38:01, 45, 40       
07:40:01, 47, 41       
07:42:01, 48, 42       
07:44:01, 51, 44       
07:46:01, 54, 45       
07:48:01, 56, 48       
07:50:01, 58, 50       
07:52:01, 59, 51       
07:54:01, 62, 52       
07:56:01, 64, 53       
07:58:01, 64, 58       
08:00:01, 69, 59       
08:02:01, 71, 64       
08:04:01, 73, 66       
08:06:01, 75, 68       
08:08:01, 77, 70       
08:10:01, 79, 72       
08:12:01, 81, 75       
08:14:01, 84, 77       
08:16:01, 86, 78       
08:18:01, 88, 81       
08:20:01, 90, 83       
08:22:01, 92, 84       
08:24:01, 94, 85       
08:26:01, 96, 90       
08:28:01, 98, 91       
08:30:01,100, 94       
08:32:01,103, 97       
08:34:01,105, 99       
08:36:17,  0,  0       
08:38:01,109,103       
08:40:01,111,105       
08:42:01,113,107       
08:44:01,115,108       
08:46:01,117,110       
08:48:01,120,111       
08:50:01,122,114       
08:52:01,124,115       
08:54:01,126,118       
08:56:01,127,119       
08:58:01,129,122       
08:58:46,  0,  0       
09:00:01,132,122       
09:02:01,134,120       
09:04:01,133,121       
09:06:01,139,121       
09:08:01,140,133       
09:10:01,141,133       
09:12:01,144,128       
09:14:01,146,138       
09:16:01,149,140       
09:22:01,154,144       
09:24:01,156,147       
09:26:01,157,150       
09:28:01,159,153       
09:30:01,161,155       
09:32:01,162,157       
09:34:01,164,158       
09:36:01,165,161       
09:38:01,167,162       
09:40:01,168,164       
09:42:01,170,165       
09:44:01,171,164       
09:46:01,172,164       
09:48:01,173,168       
09:50:01,175,169       
09:52:01,175,167       
09:54:01,177,168       
09:56:01,179,168       
09:58:01,180,167       
10:00:01,181,167       
10:02:01,183,173       
10:04:01,185,174       
10:06:01,187,177       
10:08:01,185,175       
10:10:01,183,171       
10:12:01,190,177       
10:14:01,187,175       
10:16:01,186,176       
10:18:01,185,175       
10:20:01,189,180       
10:22:01,189,172       
10:24:01,193,177       
10:26:01,192,178       
10:28:01,192,178       
10:30:01,202,183       
10:32:01,197,186       
10:34:01,199,186       
10:36:01,196,190       
10:38:01,203,194       
10:40:01,204,194       
10:42:01,204,193       
10:44:01,203,191       
10:46:01,206,193       
10:48:01,208,193       
10:50:01,209,197       
10:52:01,210,198       
10:54:01,208,197       
10:56:01,209,197       
10:58:01,202,194       
11:00:01,204,195       
11:02:01,200,190       
11:04:01,208,191       
11:06:01,206,197       
11:08:01,207,191       
11:10:01,205,191       
11:12:01,213,193       
11:14:01,215,169       
11:16:01,215,171       
11:18:01,212,170       
11:20:01,215,169       
11:22:01,216,172       
11:24:01,209,168       
11:26:01,215,169       
11:28:01,213,167       
11:28:41,  0,  0       
11:30:01,213,203       
11:32:01,217,206       
11:34:01,210,199       
11:36:01,202,196       
11:38:01,211,199       
11:40:01,218,206       
11:42:01,215,204       
11:44:01,219,208       
11:46:01,218,208       
11:48:01,218,207       
11:50:01,216,206       
